1;1;270;0;220;11111;-2;-2;-1;11111;-1;-1;-0;12;2;0
0.6;1;270;0;35;11111;-2;-2;-1;11111;-1;-1;0;12;2;0
0.25;1;270;0;25;11111;-2;-2;-1;11111;-1;-1;0;12;2;0
0;0;180;-1;999;11111;-2;-2;-1;11111;0.3;-1;0;12;5;0
0.45;1;90;0;10;11111;-2;-2;-1;11111;-1;-1;0;12;2;0
0.85;1;90;0;17;11111;-2;-2;-1;11111;-1;-1;0;12;2;0
0.85;1;90;0;10;11111;-2;-2;-1;11111;-1;-1;0;0;2;0
0.5;1;90;0;10;11111;-2;-2;-1;11111;-1;-1;0;0;2;0
0.25;1;90;0;10;11111;-2;-2;-1;11111;-1;-1;0;0;2;0
0;0;30;-1;999;11111;-2;-2;-1;11111;0.1;-1;0;0;2;0
1;1;0;0;109;11111;-2;-2;-1;11111;-1;-1;-0;0;2;0
0.4;1;0;0;34;11111;-2;-2;-1;11111;-1;-1;0;0;2;0
0.25;1;0;0;31;11111;-2;-2;-1;11111;-1;-1;0;0;2;0
0;0;30;-1;999;11111;-2;-2;-1;11111;0.075;-1;0;0;2;0
1;1;-1;-1;-1;11111;0;0.3;75;11111;-1;-1;0;0;2;0
1;1;-1;-1;-1;11111;0;0.2;85;11111;-1;-1;0;0;2;0
0;0;-1;-1;999;11111;-2;-2;-1;11111;0.1;-1;0;0;2;0
0.5;1;90;-1;11;11111;-2;-2;-1;11111;1;-1;0;0;2;0
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;0;1;4;1
0;0;30;-1;999;11111;-2;-2;-1;11111;1;-1;0;1;1;1
0.25;1;270;-1;999;11111;-2;-2;-1;11111;0.75;-1;0;0;2;0
0.5;1;90;-1;999;11111;-2;-2;-1;11111;0.8;-1;0;24;2;0
0;1;90;-1;999;11111;-2;-2;-1;11111;0.5;-1;0;24;2;0
0;1;90;-1;999;11111;-2;-2;-1;11111;0.5;-1;0;24;3;0
0;0;85;0;999;11111;-2;-2;-1;11111;-1;-1;90;0;2;0
